name,pokedex_number,percentage_male,type1,type2,classification,capture_rate,base_egg_steps,abilities,experience_growth,base_happiness,hp,attack,defense,sp_attack,sp_defense,speed,generation,is_legendary,against_bug,against_dark,against_dragon,against_electric,against_fairy,against_fight,against_fire,against_flying,against_ghost,against_grass,against_ground,against_ice,against_normal,against_poison,against_psychic,against_rock,against_steel,against_water
Taillow,276,50.0,normal,flying,TinySwallow ,200,3840,"['Guts', 'Scrappy']",1059860,70,40,55,30,30,30,85,3,0,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,0.0,0.5,0.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0
Swellow,277,50.0,normal,flying,Swallow ,45,3840,"['Guts', 'Scrappy']",1059860,70,60,85,60,75,50,125,3,0,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,0.0,0.5,0.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0
Wingull,278,50.0,water,flying,Seagull ,190,5120,"['Keen Eye', 'Hydration', 'Rain Dish']",1000000,70,40,30,30,55,30,85,3,0,0.5,1.0,1.0,4.0,1.0,0.5,0.5,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,2.0,0.5,0.5
Pelipper,279,50.0,water,flying,Water Bird ,45,5120,"['Keen Eye', 'Drizzle', 'Rain Dish']",1000000,70,60,50,100,95,70,65,3,0,0.5,1.0,1.0,4.0,1.0,0.5,0.5,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,2.0,0.5,0.5
Ralts,280,50.0,psychic,fairy,Feeling ,235,5120,"['Synchronize', 'Trace', 'Telepathy']",1250000,35,28,25,25,45,35,40,3,0,1.0,1.0,0.0,1.0,1.0,0.25,1.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,0.5,1.0,2.0,1.0
Kirlia,281,50.0,psychic,fairy,Emotion ,120,5120,"['Synchronize', 'Trace', 'Telepathy']",1250000,35,38,35,35,65,55,50,3,0,1.0,1.0,0.0,1.0,1.0,0.25,1.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,0.5,1.0,2.0,1.0
Gardevoir,282,50.0,psychic,fairy,Embrace ,45,5120,"['Synchronize', 'Trace', 'Telepathy']",1250000,35,68,85,65,165,135,100,3,0,1.0,1.0,0.0,1.0,1.0,0.25,1.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,0.5,1.0,2.0,1.0
Surskit,283,50.0,bug,water,Pond Skater ,200,3840,"['Swift Swim', 'Rain Dish']",1000000,70,40,30,32,50,52,65,3,0,1.0,1.0,1.0,2.0,1.0,0.5,1.0,2.0,1.0,1.0,0.5,0.5,1.0,1.0,1.0,2.0,0.5,0.5
Masquerain,284,50.0,bug,flying,Eyeball ,75,3840,"['Intimidate', 'Unnerve']",1000000,70,70,60,62,100,82,80,3,0,0.5,1.0,1.0,2.0,1.0,0.25,2.0,2.0,1.0,0.25,0.0,2.0,1.0,1.0,1.0,4.0,1.0,1.0
Shroomish,285,50.0,grass,No Secondary Type,Mushroom ,255,3840,"['Effect Spore', 'Poison Heal', 'Quick Feet']",1640000,70,60,40,60,40,60,35,3,0,2.0,1.0,1.0,0.5,1.0,1.0,2.0,2.0,1.0,0.5,0.5,2.0,1.0,2.0,1.0,1.0,1.0,0.5
Breloom,286,50.0,grass,fighting,Mushroom ,90,3840,"['Effect Spore', 'Poison Heal', 'Technician']",1640000,70,60,130,80,60,60,70,3,0,1.0,0.5,1.0,0.5,2.0,1.0,2.0,4.0,1.0,0.5,0.5,2.0,1.0,2.0,2.0,0.5,1.0,0.5
Slakoth,287,50.0,normal,No Secondary Type,Slacker ,255,3840,['Truant'],1250000,70,60,60,60,35,35,30,3,0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Vigoroth,288,50.0,normal,No Secondary Type,Wild Monkey ,120,3840,['Vital Spirit'],1250000,70,80,80,80,55,55,90,3,0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Slaking,289,50.0,normal,No Secondary Type,Lazy ,45,3840,['Truant'],1250000,70,150,160,100,95,65,100,3,0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Nincada,290,50.0,bug,ground,Trainee ,255,3840,"['Compoundeyes', 'Run Away']",600000,70,31,45,90,30,30,40,3,0,1.0,1.0,1.0,0.0,1.0,0.5,2.0,2.0,1.0,1.0,0.5,2.0,1.0,0.5,1.0,1.0,1.0,2.0
Ninjask,291,50.0,bug,flying,Ninja ,120,3840,"['Speed Boost', 'Infiltrator']",600000,70,61,90,45,50,50,160,3,0,0.5,1.0,1.0,2.0,1.0,0.25,2.0,2.0,1.0,0.25,0.0,2.0,1.0,1.0,1.0,4.0,1.0,1.0
Shedinja,292,50.0,bug,ghost,Shed ,45,3840,['Wonder Guard'],600000,70,1,90,45,30,30,40,3,0,0.5,2.0,1.0,1.0,1.0,0.0,2.0,2.0,2.0,0.5,0.5,1.0,0.0,0.5,1.0,2.0,1.0,1.0
Whismur,293,50.0,normal,No Secondary Type,Whisper ,190,5120,"['Soundproof', 'Rattled']",1059860,70,64,51,23,51,23,28,3,0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Loudred,294,50.0,normal,No Secondary Type,Big Voice ,120,5120,"['Soundproof', 'Scrappy']",1059860,70,84,71,43,71,43,48,3,0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Exploud,295,50.0,normal,No Secondary Type,Loud Noise ,45,5120,"['Soundproof', 'Scrappy']",1059860,70,104,91,63,91,73,68,3,0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Makuhita,296,75.4,fighting,No Secondary Type,Guts ,180,5120,"['Thick Fat', 'Guts', 'Sheer Force']",1640000,70,72,60,30,20,30,25,3,0,0.5,0.5,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,0.5,1.0,1.0
Hariyama,297,75.4,fighting,No Secondary Type,Arm Thrust ,200,5120,"['Thick Fat', 'Guts', 'Sheer Force']",1640000,70,144,120,60,40,60,50,3,0,0.5,0.5,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,0.5,1.0,1.0
Azurill,298,24.6,normal,fairy,Polka Dot ,150,2560,"['Thick Fat', 'Huge Power', 'Sap Sipper']",800000,70,50,20,40,20,40,20,3,0,0.5,0.5,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0
Nosepass,299,50.0,rock,No Secondary Type,Compass ,255,5120,"['Sturdy', 'Magnet Pull', 'Sand Force']",1000000,70,30,45,135,45,90,30,3,0,1.0,1.0,1.0,1.0,1.0,2.0,0.5,0.5,1.0,2.0,2.0,1.0,0.5,0.5,1.0,1.0,2.0,2.0
Skitty,300,24.6,normal,No Secondary Type,Kitten ,255,3840,"['Cute Charm', 'Normalize', 'Wonder Skin ']",800000,70,50,45,45,35,35,50,3,0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Delcatty,301,24.6,normal,No Secondary Type,Prim ,60,3840,"['Cute Charm', 'Normalize', 'Wonder Skin ']",800000,70,70,65,65,55,55,90,3,0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Sableye,302,50.0,dark,ghost,Darkness ,45,6400,"['Keen Eye', 'Stall', 'Prankster']",1059860,35,50,85,125,85,115,20,3,0,1.0,1.0,1.0,1.0,2.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.5,0.0,1.0,1.0,1.0
Mawile,303,50.0,steel,fairy,Deceiver ,45,5120,"['Hyper Cutter', 'Intimidate', 'Sheer Force']",800000,70,50,105,125,55,95,50,3,0,0.25,0.5,0.0,1.0,0.5,1.0,2.0,0.5,1.0,0.5,2.0,0.5,0.5,0.0,0.5,0.5,1.0,1.0
Aron,304,50.0,steel,rock,Iron Armor ,180,8960,"['Sturdy', 'Rock Head', 'Heavy Metal']",1250000,35,50,70,100,40,40,30,3,0,0.5,1.0,0.5,1.0,0.5,4.0,1.0,0.25,1.0,1.0,4.0,0.5,0.25,0.0,0.5,0.5,1.0,2.0
Lairon,305,50.0,steel,rock,Iron Armor ,90,8960,"['Sturdy', 'Rock Head', 'Heavy Metal']",1250000,35,60,90,140,50,50,40,3,0,0.5,1.0,0.5,1.0,0.5,4.0,1.0,0.25,1.0,1.0,4.0,0.5,0.25,0.0,0.5,0.5,1.0,2.0
Aggron,306,50.0,steel,rock,Iron Armor ,45,8960,"['Sturdy', 'Rock Head', 'Heavy Metal']",1250000,35,70,140,230,60,80,50,3,0,0.5,1.0,0.5,1.0,0.5,4.0,1.0,0.25,1.0,1.0,4.0,0.5,0.25,0.0,0.5,0.5,1.0,2.0
Meditite,307,50.0,fighting,psychic,Meditate ,180,5120,"['Pure Power', 'Telepathy']",1000000,70,30,40,55,40,55,60,3,0,1.0,1.0,1.0,1.0,2.0,0.5,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0
Medicham,308,50.0,fighting,psychic,Meditate ,90,5120,"['Pure Power', 'Telepathy']",1000000,70,60,100,85,80,85,100,3,0,1.0,1.0,1.0,1.0,2.0,0.5,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0
Electrike,309,50.0,electric,No Secondary Type,Lightning ,120,5120,"['Static', 'Lightningrod', 'Minus']",1250000,70,40,45,40,65,40,65,3,0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0
Manectric,310,50.0,electric,No Secondary Type,Discharge ,45,5120,"['Static', 'Lightningrod', 'Minus']",1250000,70,70,75,80,135,80,135,3,0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0
Plusle,311,50.0,electric,No Secondary Type,Cheering ,200,5120,"['Plus', 'Lightningrod']",1000000,70,60,50,40,85,75,95,3,0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0
Minun,312,50.0,electric,No Secondary Type,Cheering ,200,5120,"['Minus', 'Volt Absorb']",1000000,70,60,40,50,75,85,95,3,0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0
Volbeat,313,100.0,bug,No Secondary Type,Firefly ,150,3840,"['Illuminate', 'Swarm', 'Prankster']",600000,70,65,73,75,47,85,85,3,0,1.0,1.0,1.0,1.0,1.0,0.5,2.0,2.0,1.0,0.5,0.5,1.0,1.0,1.0,1.0,2.0,1.0,1.0
Illumise,314,0.0,bug,No Secondary Type,Firefly ,150,3840,"['Oblivious', 'Tinted Lens', 'Prankster']",1640000,70,65,47,75,73,85,85,3,0,1.0,1.0,1.0,1.0,1.0,0.5,2.0,2.0,1.0,0.5,0.5,1.0,1.0,1.0,1.0,2.0,1.0,1.0
Roselia,315,50.0,grass,poison,Thorn ,150,5120,"['Natural Cure', 'Poison Point', 'Leaf Guard']",1059860,70,50,60,45,100,80,65,3,0,1.0,1.0,1.0,0.5,0.5,0.5,2.0,2.0,1.0,0.25,1.0,2.0,1.0,1.0,2.0,1.0,1.0,0.5
Gulpin,316,50.0,poison,No Secondary Type,Stomach ,225,5120,"['Liquid Ooze', 'Sticky Hold', 'Gluttony']",1640000,70,70,43,53,43,53,40,3,0,0.5,1.0,1.0,1.0,0.5,0.5,1.0,1.0,1.0,0.5,2.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0
Swalot,317,50.0,poison,No Secondary Type,Poison Bag ,75,5120,"['Liquid Ooze', 'Sticky Hold', 'Gluttony']",1640000,70,100,73,83,73,83,55,3,0,0.5,1.0,1.0,1.0,0.5,0.5,1.0,1.0,1.0,0.5,2.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0
Carvanha,318,50.0,water,dark,Savage ,225,5120,"['Rough Skin', 'Speed Boost']",1250000,35,45,90,20,65,20,65,3,0,2.0,0.5,1.0,2.0,2.0,2.0,0.5,1.0,0.5,2.0,1.0,0.5,1.0,1.0,0.0,1.0,0.5,0.5
Sharpedo,319,50.0,water,dark,Brutal ,60,5120,"['Rough Skin', 'Speed Boost']",1250000,35,70,140,70,110,65,105,3,0,2.0,0.5,1.0,2.0,2.0,2.0,0.5,1.0,0.5,2.0,1.0,0.5,1.0,1.0,0.0,1.0,0.5,0.5
Wailmer,320,50.0,water,No Secondary Type,Ball Whale ,125,10240,"['Water Veil', 'Oblivious', 'Pressure']",1640000,70,130,70,35,70,35,60,3,0,1.0,1.0,1.0,2.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5
Wailord,321,50.0,water,No Secondary Type,Float Whale ,60,10240,"['Water Veil', 'Oblivious', 'Pressure']",1640000,70,170,90,45,90,45,60,3,0,1.0,1.0,1.0,2.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5
Numel,322,50.0,fire,ground,Numb ,255,5120,"['Oblivious', 'Simple', 'Own Tempo']",1000000,70,60,60,40,65,45,35,3,0,0.5,1.0,1.0,0.0,0.5,1.0,0.5,1.0,1.0,1.0,2.0,1.0,1.0,0.5,1.0,1.0,0.5,4.0
Camerupt,323,50.0,fire,ground,Eruption ,150,5120,"['Magma Armor', 'Solid Rock', 'Anger Point']",1000000,70,70,120,100,145,105,20,3,0,0.5,1.0,1.0,0.0,0.5,1.0,0.5,1.0,1.0,1.0,2.0,1.0,1.0,0.5,1.0,1.0,0.5,4.0
Torkoal,324,50.0,fire,No Secondary Type,Coal ,90,5120,"['White Smoke', 'Drought', 'Shell Armor']",1000000,70,70,85,140,85,70,20,3,0,0.5,1.0,1.0,1.0,0.5,1.0,0.5,1.0,1.0,0.5,2.0,0.5,1.0,1.0,1.0,2.0,0.5,2.0
Spoink,325,50.0,psychic,No Secondary Type,Bounce ,255,5120,"['Thick Fat', 'Own Tempo', 'Gluttony']",800000,70,60,25,35,70,80,60,3,0,2.0,2.0,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0
Grumpig,326,50.0,psychic,No Secondary Type,Manipulate ,60,5120,"['Thick Fat', 'Own Tempo', 'Gluttony']",800000,70,80,45,65,90,110,80,3,0,2.0,2.0,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0
Spinda,327,50.0,normal,No Secondary Type,Spot Panda ,255,3840,"['Own Tempo', 'Tangled Feet', 'Contrary']",800000,70,60,60,60,60,60,60,3,0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Trapinch,328,50.0,ground,No Secondary Type,Ant Pit ,255,5120,"['Hyper Cutter', 'Arena Trap', 'Sheer Force']",1059860,70,45,100,45,45,45,10,3,0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,0.5,1.0,0.5,1.0,2.0
Vibrava,329,50.0,ground,dragon,Vibration ,120,5120,['Levitate'],1059860,70,50,70,50,50,50,70,3,0,1.0,1.0,2.0,0.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,4.0,1.0,0.5,1.0,0.5,1.0,1.0
Flygon,330,50.0,ground,dragon,Mystic ,45,5120,['Levitate'],1059860,70,80,100,80,80,80,100,3,0,1.0,1.0,2.0,0.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,4.0,1.0,0.5,1.0,0.5,1.0,1.0
Cacnea,331,50.0,grass,No Secondary Type,Cactus ,190,5120,"['Sand Veil', 'Water Absorb']",1059860,35,50,85,40,85,40,35,3,0,2.0,1.0,1.0,0.5,1.0,1.0,2.0,2.0,1.0,0.5,0.5,2.0,1.0,2.0,1.0,1.0,1.0,0.5
Cacturne,332,50.0,grass,dark,Scarecrow ,60,5120,"['Sand Veil', 'Water Absorb']",1059860,35,70,115,60,115,60,55,3,0,4.0,0.5,1.0,0.5,2.0,2.0,2.0,2.0,0.5,0.5,0.5,2.0,1.0,2.0,0.0,1.0,1.0,0.5
Swablu,333,50.0,normal,flying,Cotton Bird ,255,5120,"['Natural Cure', 'Cloud Nine']",600000,70,45,40,60,40,75,50,3,0,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,0.0,0.5,0.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0
Altaria,334,50.0,dragon,flying,Humming ,45,5120,"['Natural Cure', 'Cloud Nine']",600000,70,75,110,110,110,105,80,3,0,0.5,1.0,2.0,1.0,2.0,0.5,0.5,1.0,1.0,0.25,0.0,4.0,1.0,1.0,1.0,2.0,1.0,0.5
Zangoose,335,50.0,normal,No Secondary Type,Cat Ferret ,90,5120,"['Immunity', 'Toxic Boost']",600000,70,73,115,60,60,60,90,3,0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Seviper,336,50.0,poison,No Secondary Type,Fang Snake ,90,5120,"['Shed Skin', 'Infiltrator']",1640000,70,73,100,60,100,60,65,3,0,0.5,1.0,1.0,1.0,0.5,0.5,1.0,1.0,1.0,0.5,2.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0
Lunatone,337,50.0,rock,psychic,Meteorite ,45,6400,['Levitate'],800000,70,90,55,65,95,85,70,3,0,2.0,2.0,1.0,1.0,1.0,1.0,0.5,0.5,2.0,2.0,2.0,1.0,0.5,0.5,0.5,1.0,2.0,2.0
Solrock,338,50.0,rock,psychic,Meteorite ,45,6400,['Levitate'],800000,70,90,95,85,55,65,70,3,0,2.0,2.0,1.0,1.0,1.0,1.0,0.5,0.5,2.0,2.0,2.0,1.0,0.5,0.5,0.5,1.0,2.0,2.0
Barboach,339,50.0,water,ground,Whiskers ,190,5120,"['Oblivious', 'Anticipation', 'Hydration']",1000000,70,50,48,43,46,41,60,3,0,1.0,1.0,1.0,0.0,1.0,1.0,0.5,1.0,1.0,4.0,1.0,1.0,1.0,0.5,1.0,0.5,0.5,1.0
Whiscash,340,50.0,water,ground,Whiskers ,75,5120,"['Oblivious', 'Anticipation', 'Hydration']",1000000,70,110,78,73,76,71,60,3,0,1.0,1.0,1.0,0.0,1.0,1.0,0.5,1.0,1.0,4.0,1.0,1.0,1.0,0.5,1.0,0.5,0.5,1.0
Corphish,341,50.0,water,No Secondary Type,Ruffian ,205,3840,"['Hyper Cutter', 'Shell Armor', 'Adaptability']",1640000,70,43,80,65,50,35,35,3,0,1.0,1.0,1.0,2.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5
Crawdaunt,342,50.0,water,dark,Rogue ,155,3840,"['Hyper Cutter', 'Shell Armor', 'Adaptability']",1640000,70,63,120,85,90,55,55,3,0,2.0,0.5,1.0,2.0,2.0,2.0,0.5,1.0,0.5,2.0,1.0,0.5,1.0,1.0,0.0,1.0,0.5,0.5
Baltoy,343,50.0,ground,psychic,Clay Doll ,255,5120,['Levitate'],1000000,70,40,40,55,40,70,55,3,0,2.0,2.0,1.0,0.0,1.0,0.5,1.0,1.0,2.0,2.0,1.0,2.0,1.0,0.5,0.5,0.5,1.0,2.0
Claydol,344,50.0,ground,psychic,Clay Doll ,90,5120,['Levitate'],1000000,70,60,70,105,70,120,75,3,0,2.0,2.0,1.0,0.0,1.0,0.5,1.0,1.0,2.0,2.0,1.0,2.0,1.0,0.5,0.5,0.5,1.0,2.0
Lileep,345,88.1,rock,grass,Sea Lily ,45,7680,"['Suction Cups', 'Storm Drain']",600000,70,66,41,77,61,87,23,3,0,2.0,1.0,1.0,0.5,1.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,0.5,1.0,1.0,1.0,2.0,1.0
Cradily,346,88.1,rock,grass,Barnacle ,45,7680,"['Suction Cups', 'Storm Drain']",600000,70,86,81,97,81,107,43,3,0,2.0,1.0,1.0,0.5,1.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,0.5,1.0,1.0,1.0,2.0,1.0
Anorith,347,88.1,rock,bug,Old Shrimp ,45,7680,"['Battle Armor', 'Swift Swim']",600000,70,45,95,50,40,50,75,3,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.5,1.0,2.0,2.0,2.0
Armaldo,348,88.1,rock,bug,Plate ,45,7680,"['Battle Armor', 'Swift Swim']",600000,70,75,125,100,70,80,45,3,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.5,1.0,2.0,2.0,2.0
Feebas,349,50.0,water,No Secondary Type,Fish ,255,5120,"['Swift Swim', 'Oblivious', 'Adaptability']",600000,70,20,15,20,10,55,80,3,0,1.0,1.0,1.0,2.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5
Milotic,350,50.0,water,No Secondary Type,Tender ,60,5120,"['Marvel Scale', 'Competitive', 'Cute Charm']",600000,70,95,60,79,100,125,81,3,0,1.0,1.0,1.0,2.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5
Castform,351,50.0,normal,No Secondary Type,Weather ,45,6400,['Forecast'],1000000,70,70,70,70,70,70,70,3,0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Kecleon,352,50.0,normal,No Secondary Type,Color Swap ,200,5120,"['Color Change', 'Protean']",1059860,70,60,90,70,60,120,40,3,0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Shuppet,353,50.0,ghost,No Secondary Type,Puppet ,225,6400,"['Insomnia', 'Frisk', 'Cursed Body']",800000,35,44,75,35,63,33,45,3,0,0.5,2.0,1.0,1.0,1.0,0.0,1.0,1.0,2.0,1.0,1.0,1.0,0.0,0.5,1.0,1.0,1.0,1.0
Banette,354,50.0,ghost,No Secondary Type,Marionette ,45,6400,"['Insomnia', 'Frisk', 'Cursed Body']",800000,35,64,165,75,93,83,75,3,0,0.5,2.0,1.0,1.0,1.0,0.0,1.0,1.0,2.0,1.0,1.0,1.0,0.0,0.5,1.0,1.0,1.0,1.0
Duskull,355,50.0,ghost,No Secondary Type,Requiem ,190,6400,"['Levitate', 'Frisk']",800000,35,20,40,90,30,90,25,3,0,0.5,2.0,1.0,1.0,1.0,0.0,1.0,1.0,2.0,1.0,1.0,1.0,0.0,0.5,1.0,1.0,1.0,1.0
Dusclops,356,50.0,ghost,No Secondary Type,Beckon ,90,6400,"['Pressure', 'Frisk']",800000,35,40,70,130,60,130,25,3,0,0.5,2.0,1.0,1.0,1.0,0.0,1.0,1.0,2.0,1.0,1.0,1.0,0.0,0.5,1.0,1.0,1.0,1.0
Tropius,357,50.0,grass,flying,Fruit ,200,6400,"['Chlorophyll', 'Solar Power', 'Harvest']",1250000,70,99,68,83,72,87,51,3,0,1.0,1.0,1.0,1.0,1.0,0.5,2.0,2.0,1.0,0.25,0.0,4.0,1.0,2.0,1.0,2.0,1.0,0.5
Chimecho,358,50.0,psychic,No Secondary Type,Wind Chime ,45,6400,['Levitate'],800000,70,75,50,80,95,90,65,3,0,2.0,2.0,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0
Absol,359,50.0,dark,No Secondary Type,Disaster ,30,6400,"['Pressure', 'Super Luck', 'Justified']",1059860,35,65,150,60,115,60,115,3,0,2.0,0.5,1.0,1.0,2.0,2.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0
Wynaut,360,50.0,psychic,No Secondary Type,Bright ,125,5120,"['Shadow Tag', 'Telepathy']",1000000,70,95,23,48,23,48,23,3,0,2.0,2.0,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0
Snorunt,361,50.0,ice,No Secondary Type,Snow Hat ,190,5120,"['Inner Focus', 'Ice Body', 'Moody']",1000000,70,50,50,50,50,50,50,3,0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,2.0,2.0,1.0
Glalie,362,50.0,ice,No Secondary Type,Face ,75,5120,"['Inner Focus', 'Ice Body', 'Moody']",1000000,70,80,120,80,120,80,100,3,0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,2.0,2.0,1.0
Spheal,363,50.0,ice,water,Clap ,255,5120,"['Thick Fat', 'Ice Body', 'Oblivious']",1059860,70,70,40,50,55,50,25,3,0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,0.25,1.0,1.0,1.0,2.0,1.0,0.5
Sealeo,364,50.0,ice,water,Ball Roll ,120,5120,"['Thick Fat', 'Ice Body', 'Oblivious']",1059860,70,90,60,70,75,70,45,3,0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,0.25,1.0,1.0,1.0,2.0,1.0,0.5
Walrein,365,50.0,ice,water,Ice Break ,45,5120,"['Thick Fat', 'Ice Body', 'Oblivious']",1059860,70,110,80,90,95,90,65,3,0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,0.25,1.0,1.0,1.0,2.0,1.0,0.5
Clamperl,366,50.0,water,No Secondary Type,Bivalve ,255,5120,"['Shell Armor', 'Rattled']",600000,70,35,64,85,74,55,32,3,0,1.0,1.0,1.0,2.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5
Huntail,367,50.0,water,No Secondary Type,Deep Sea ,60,5120,"['Swift Swim', 'Water Veil']",600000,70,55,104,105,94,75,52,3,0,1.0,1.0,1.0,2.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5
Gorebyss,368,50.0,water,No Secondary Type,South Sea ,60,5120,"['Swift Swim', 'Hydration']",600000,70,55,84,105,114,75,52,3,0,1.0,1.0,1.0,2.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5
Relicanth,369,88.1,water,rock,Longevity ,25,10240,"['Swift Swim', 'Rock Head', 'Sturdy']",1250000,70,100,90,130,45,65,55,3,0,1.0,1.0,1.0,2.0,1.0,2.0,0.25,0.5,1.0,4.0,2.0,0.5,0.5,0.5,1.0,1.0,1.0,1.0
